name,gender,origin
Bağdagül,f,pr-tr
Bağdaş,m,tr
Bağdat,f,ar
Bağır,m,tr
Bağış,m,tr
Bağışhan,m,tr
Bağlan,f,tr
Baha,m,n/a
Bahadır,m,n/a
Bahadırhan,m,tr
Bahai,m,ar
Bahar,f,n/a
Bahattin,m,ar
Bahir,m,ar
Bahire,f,ar
Bahise,f,ar
Bahri,m,n/a
Bahriye,f,n/a
Bahşı,m,tr
Bahti,m,pr
Bahtiyar,m,n/a
Bahtınur,f,pr-tr
Bahtışen,f,pr-tr
Bahtıser,f,pr-tr
Bakanay,u,tr
Baki,m,n/a
Bakinaz,f,ar-pr
Bakiye,f,ar
Bakır,u,tr
Bakırhan,m,tr
Baksı,m,tr
Bala,m,n/a
Balaban,m,n/a
Balabey,m,tr
Balaman,m,tr
Balamir,m,tr
Balatekin,m,tr
Balatürk,m,tr
Balaz,m,tr
Balbal,m,tr
Balbay,m,tr
Balbey,m,tr
Balca,f,n/a
Balcan,m,pr-tr
Baldan,f,tr
Baldemir,m,tr
Baler,m,tr
Balhan,m,tr
Balı,m,tr
Balıbaş,m,tr
Balıbey,m,tr
Balım,u,tr
Balın,f,tr
Balk,m,tr
Balkan,m,tr
Balkı,u,tr
Balkın,f,tr
Balkır,u,tr
Balkış,m,tr
Balkız,f,tr
Balkoç,m,tr
Ballı,f,tr
Balsan,m,tr
Balsarı,f,tr
Balşeker,f,pr-tr
Baltaş,m,tr
Bandak,m,tr
Bangu,m,tr
Banu,f,n/a
Banuhan,f,pr-tr
Barak,m,tr
Baran,m,n/a
Baranalp,m,tr
Baranbilge,m,tr
Baransel,m,n/a
Baray,m,tr
Barbaros,m,n/a
Barça,m,tr
Barçak,m,tr
Barçın,u,tr
Baria,f,ar
Barik,m,ar
Barika,f,ar
Bariz,m,ar
Barım,m,tr
Barın,m,tr
Barış,m,n/a
Barışcan,m,tr
Barkan,m,tr
Barkın,m,n/a
Barlas,m,tr
Barlık,m,tr
Bars,m,pr
Barsbay,m,pr-tr
Barsbey,m,pr-tr
Bartu,m,tr
Basa,m,tr
Başağa,m,tr
Başak,f,n/a
Başal,m,tr
Başar,m,n/a
Başargan,m,tr
Başarman,m,tr
Başat,m,tr
Başay,u,tr
Başaydın,m,tr
Başbay,m,tr
Başbuğ,m,tr
Başçık,f,tr
Başdemir,m,tr
Başdoğan,m,tr
Başeğmez,m,tr
Başel,m,tr
Başer,m,tr
Başhan,m,tr
Basir,m,ar
Basiret,f,ar
Basım,m,tr
Basıra,f,ar
Baskak,m,tr
Başkal,m,tr
Baskan,m,tr
Başkara,m,tr
Başkaya,m,tr
Başkaynak,m,tr
Baskın,m,tr
Başkur,m,tr
Başkurt,m,tr
Başkut,m,tr
Başman,m,tr
Başok,m,tr
Başol,m,tr
Başöz,m,tr
Basri,m,n/a
Basriye,f,ar
Başsoy,m,tr
Baştaş,m,tr
Baştemir,m,tr
Baştuğ,m,tr
Baştugay,m,tr
Baştürk,m,tr
Basut,m,tr
Batı,u,tr
Batıbay,m,tr
Batıbey,m,tr
Batıcan,m,pr-tr
Batıhan,m,tr
Batıkan,m,n/a
Batın,u,tr
Batır,m,tr
Batıray,m,tr
Batırhan,m,tr
Battal,m,n/a
Batu,m,n/a
Batucem,m,pr-tr
Batuhan,m,n/a
Batur,m,n/a
Baturalp,m,tr
Baturay,m,tr
Baturhan,m,tr
Bayar,m,n/a
Baybars,m,tr
Baybaş,m,tr
Baybek,m,tr
Baybora,m,tr
Baybörü,m,tr
Bayça,m,tr
Baycan,m,pr-tr
Baydoğan,m,tr
Baydu,m,tr
Baydur,m,tr
Bayduralp,m,tr
Bayer,m,tr
Bayezit,m,ar
Baygüç,m,tr
Bayhan,m,tr
Bayhun,m,tr
Bayık,m,tr
Bayın,m,tr
Bayındır,m,tr
Bayır,m,tr
Bayırhan,m,tr
Baykal,m,n/a
Baykam,m,tr
Baykan,m,tr
Baykara,m,tr
Baykır,m,tr
Baykoca,m,tr
Baykor,m,tr
Baykul,m,tr
Baykurt,m,tr
Baykut,m,tr
Baykutay,m,tr
Baylan,u,tr
Bayman,m,tr
Bayol,m,tr
Bayrak,m,tr
Bayraktar,m,n/a
Bayram,m,n/a
Bayrı,m,tr
Bayru,m,tr
Bayrualp,m,tr
Bayrubay,m,tr
Bayruhan,m,tr
Bayruk,m,tr
Baysal,m,n/a
Baysan,m,tr
Baysoy,m,tr
Baysu,m,tr
Baysungur,m,tr
Baytal,m,tr
Baytaş,m,tr
Baytekin,m,tr
Baytimur,m,tr
Baytok,m,tr
Baytugay,m,tr
Baytüze,m,tr
Baytüzün,m,tr
Bayuk,m,tr
Bayülken,m,tr
Bayyiğit,m,tr
Bedel,m,ar
Beder,f,tr
Bedi,m,ar
Bedia,f,ar
Bedih,m,ar
Bedihe,f,ar
Bedir,m,n/a
Bedirhan,m,n/a
Bedirnisa,f,ar
Bedis,f,tr
Bediz,u,tr
Bedreka,f,pr
Bedrettin,m,n/a
Bedri,m,n/a
Bedriye,f,n/a
Beğenç,m,tr
Begim,f,tr
Begüm,f,n/a
Begün,f,n/a
Behçet,m,n/a
Behiç,m,n/a
Behice,f,ar
Behin,f,pr
Behire,f,ar
Behiye,f,n/a
Behlil,m,n/a
Behlül,m,n/a
Behmen,m,pr
Behnan,m,ar
Behnane,f,ar
Behram,m,pr
Behzat,m,n/a
Bek,m,tr
Bekam,m,pr
Bekata,m,tr
Bekbars,m,pr-tr
Bekbay,m,tr
Bekdemir,m,tr
Bekdil,m,tr
Bekem,m,tr
Beken,f,tr
Beker,m,tr
Beki,m,n/a
Bekir,m,n/a
Bekri,m,n/a
Beksan,m,tr
Bektaş,m,n/a
Bektöre,m,tr
Bektürk,m,tr
Beleda,m,tr
Belek,m,tr
Belemir,f,n/a
Belen,u,tr
Belge,m,tr
Belgi,f,tr
Belgin,f,n/a
Beliğ,m,ar
Belik,f,tr
Belin,f,tr
Belinay,u,n/a
Belit,f,n/a
Beliz,f,n/a
Belkıs,f,n/a
Bellek,m,tr
Bellisan,m,tr
Belma,f,n/a
Belmen,f,tr
Benal,f,n/a
Benam,m,pr
Benan,u,ar
Benay,f,tr
Benazir,m,tr
Bender,m,pr
Bendeş,m,tr
Benek,f,tr
Bener,m,tr
Benevşe,f,pr
Bengi,f,n/a
Bengialp,m,tr
Bengibay,m,tr
Bengigül,f,pr-tr
Bengisan,u,tr
Bengisoy,m,tr
Bengisu,f,n/a
Bengitaş,m,tr
Bengu,f,n/a
Bengühan,f,tr
Bengül,f,n/a
Benian,f,tr
Benice,f,tr
Benli,f,tr
Benligül,f,pr-tr
Bennur,f,n/a
Benol,m,tr
Benşen,u,tr
Bensu,f,n/a
Bent,m,pr
Bentürk,m,tr
Benzer,m,tr
Berat,m,n/a
Berceste,f,pr
Bercis,f,ar
Berdan,m,n/a
Bereket,u,ar
Beren,u,tr
Berfin,u,pr
Berfu,u,n/a
Berge,m,tr
Bergin,m,tr
Bergüzar,f,pr
Berhan,m,n/a
Beri,m,ar
Beria,f,ar
Beril,f,n/a
Berin,u,pr
Berivan,f,n/a
Beriye,f,ar
Berk,m,n/a
Berkal,m,tr
Berkan,m,tr
Berkant,m,n/a
Berkay,m,n/a
Berke,m,n/a
Berkel,m,tr
Berker,m,tr
Berki,m,ar
Berkin,m,ar
Berkiye,f,ar
Berkkan,m,tr
Berkman,m,tr
Berkmen,m,tr
Berkok,m,tr
Berkol,m,tr
Berköz,m,tr
Berksal,m,tr
Berksan,m,tr
Berksay,m,tr
Berksoy,m,tr
Berksu,m,tr
Berksun,m,tr
Berktan,m,ar-tr
Berktin,m,tr
Berkün,m,tr
Bermal,m,n/a
Bermude,f,pr
Berna,u,pr
Berra,f,n/a
Berrak,f,n/a
Berran,u,ar
Berre,f,n/a
Berrin,f,n/a
Berşe,f,tr
Bertan,m,tr
Berter,m,pr
Besalet,u,ar
Besamet,f,ar
Beşaret,u,ar
Beşarettin,m,ar
Besat,m,ar
Besen,u,tr
Beşer,m,ar
Beşgül,f,pr-tr
Besim,m,n/a
Besime,f,ar
Beşir,m,ar
Beşire,f,ar
Bestami,m,ar
Beste,f,n/a
Bestegül,f,pr
Betigül,f,pr-tr
Betigün,f,n/a
Betik,u,tr
Betil,f,n/a
Betim,m,tr
Betül,f,n/a
Betülay,f,ar
Beyaz,f,ar
Beyazıt,m,n/a
Beybars,m,pr-tr
Beybolat,m,pr-tr
Beycan,m,pr-tr
Beyda,m,n/a
Beydağ,m,tr
Beydaş,m,tr
Beygu,m,tr
Beyhan,u,ar
Beyhatun,f,tr
Beykal,m,tr
Beykan,m,tr
Beykara,m,tr
Beylan,f,tr
Beylem,f,ar
Beyrek,m,tr
Beysan,m,tr
Beysun,f,tr
Beytekin,m,tr
Beytemir,m,tr
Beytöre,m,tr
Beytullah,m,ar
Beyza,f,ar
Beyzade,m,pr-tr
Beyzat,m,pr-tr
Bezek,f,tr
Bezen,f,tr
Bezmialem,f,tr
Bican,m,pr
Bidar,f,pr
Bidayet,f,ar
Bige,f,tr
Bigüm,f,tr
Bihan,f,pr
Bihin,f,pr
Bihine,f,pr
Bihter,f,n/a
Bihterin,f,pr
Bike,f,n/a
Bikem,f,n/a
Bilal,m,n/a
Bilan,m,tr
Bilay,u,tr
Bilbaşar,m,tr
Bilbay,m,tr
Bileda,m,tr
Bilek,m,tr
Bilen,u,tr
Bilender,m,tr
Bilge,f,tr
Bilgealp,m,tr
Bilgebay,m,tr
Bilgecan,f,pr-tr
Bilgeer,m,tr
Bilgehan,m,tr
Bilgekağan,m,tr
Bilgekan,m,tr
Bilgekurt,m,tr
Bilgekut,m,tr
Bilgen,u,tr
Bilgenur,f,ar-tr
Bilger,m,tr
Bilgetay,m,tr
Bilgetürk,m,tr
Bilgi,u,tr
Bilgiç,m,tr
Bilgihan,m,tr
Bilgin,m,tr
Bilginer,m,tr
Bilginur,f,ar-tr
Bilgiser,f,tr
Bilgivar,f,tr
Bilgü,m,tr
Bilgün,f,tr
Bilgütay,m,tr
Bilhan,u,tr
Bilik,m,tr
Bilir,u,tr
Biliş,f,tr
Bilkan,m,tr
Billur,f,n/a
Bilmen,m,tr
Bilnur,m,ar-tr
Bilsay,m,tr
Bilsen,u,tr
Bilsev,f,tr
Bilsin,f,tr
Biltaş,m,tr
Biltay,m,tr
Bilun,f,n/a
Bilyap,m,tr
Binal,m,tr
Binali,m,ar
Binalp,m,tr
Binan,m,tr
Binat,m,tr
Binay,u,tr
Binbaşar,m,tr
Binbay,m,tr
Bindal,m,tr
Biner,m,tr
Bingöl,m,tr
Bingül,f,pr-tr
Bingün,f,tr
Binhan,f,tr
Biniz,f,tr
Binışık,m,tr
Binkan,m,tr
Binnaz,f,n/a
Binnur,f,n/a
Bintuğ,m,tr
Binyaşar,m,tr
Binzet,f,tr
Biran,m,tr
Birant,m,tr
Biray,u,tr
Birben,f,tr
Birbenek,f,tr
Bircan,u,n/a
Birce,u,tr
Birçek,f,tr
Birdal,u,tr
Birge,u,tr
Birgen,f,tr
Birgi,m,tr
Birgit,m,tr
Birgül,f,n/a
Birgün,f,tr
Birhan,u,tr
Biricik,f,n/a
Birim,f,tr
Biriz,u,tr
Birkan,m,tr
Birke,f,tr
Birkök,m,tr
Birmen,m,tr
Birnaz,f,pr-tr
Birnur,f,ar-tr
Birol,m,n/a
Birsan,u,tr
Birsel,u,tr
Birsen,f,tr
Birsin,m,n/a
Birsoy,m,tr
Birsu,f,n/a
Birtan,m,tr
Birtane,f,pr-tr
Birtek,f,tr
Birten,m,pr-tr
Bitek,m,tr
Bitengül,f,pr-tr
Bitim,m,tr
Boğa,m,tr
Boğaç,m,tr
Boğaçhan,m,n/a
Boğahan,m,tr
Boğataş,m,tr
Boğatay,m,tr
Boğatekin,m,tr
Boğatimur,m,tr
Boğatır,m,pr
Böget,m,tr
Böğrek,m,tr
Böğürtlen,f,tr
Bohaç,m,tr
Böke,m,tr
Böken,m,tr
Bolat,m,pr
Bolcan,m,pr-tr
Bolgan,m,tr
Bolhan,m,tr
Bolkan,m,tr
Bölükbaşı,m,tr
Boncuk,f,tr
Bor,m,tr
Bora,m,n/a
Borahan,m,tr
Borak,m,tr
Borakan,m,tr
Borakhan,m,tr
Boran,m,n/a
Boranalp,m,tr
Boranbay,m,tr
Boransü,m,tr
Borataş,m,tr
Boratav,m,pr-tr
Boratay,m,tr
Boray,m,tr
Börçek,m,tr
Börk,m,tr
Borkan,m,tr
Börteçin,m,tr
Börü,m,tr
Börübars,m,pr-tr
Börübay,m,tr
Börübey,m,tr
Börühan,m,tr
Börükan,m,tr
Boy,m,tr
Boyar,m,tr
Boydak,m,tr
Boydaş,m,tr
Boyer,m,tr
Boylan,m,tr
Boylu,m,tr
Boynak,m,tr
Boyraz,m,tr
Boysal,m,tr
Boysan,m,tr
Boz,m,tr
Bozan,m,tr
Bozat,m,tr
Bozay,m,tr
Bozbağ,m,pr-tr
Bozbala,m,tr
Bozbaş,m,tr
Bozbay,m,tr
Bozbey,m,tr
Bozbora,m,tr
Bozca,m,tr
Bozçin,f,tr
Bozdağ,m,tr
Bozdemir,m,tr
Bozdeniz,m,tr
Bozdoğan,m,tr
Bozer,m,tr
Bozerk,m,tr
Bozhan,m,tr
Bozkan,m,tr
Bozkara,m,tr
Bozkaya,m,tr
Bozkır,m,tr
Bozkurt,m,n/a
Bozlak,m,tr
Bozok,m,tr
Bozokay,m,tr
Boztaş,m,tr
Boztepe,m,tr
Boztimur,m,tr
Bozyel,m,tr
Bozyiğit,m,tr
Bucak,f,n/a
Budak,m,tr
Budun,m,tr
Budunal,m,tr
Budunalp,m,tr
Buğday,f,tr
Büğdüz,m,tr
Büge,u,tr
Büget,m,tr
Buğlem,f,ar
Buğra,m,n/a
Buğrahan,m,ar
Bugül,f,pr-tr
Bük,m,tr
Bukay,m,tr
Büke,u,tr
Buket,f,n/a
Büklüm,u,tr
Bükre,m,n/a
Bulak,m,tr
Bülbül,f,pr
Büldan,f,ar
Bülent,m,pr
Bulgan,m,tr
Bulgu,m,tr
Bulgubay,m,tr
Bulgucan,m,pr-tr
Bulgunoyan,m,pr-tr
Buluç,m,tr
Bulunç,m,tr
Buluş,u,tr
Bulut,m,n/a
Bulutay,m,tr
Buluttekin,m,tr
Bumin,m,tr
Buminhan,m,tr
Bünyamin,m,n/a
Burak,m,n/a
Büran,m,pr
Burç,m,ar
Burçak,f,tr
Burçe,f,n/a
Burçhan,m,tr
Burçin,f,n/a
Burcu,f,n/a
Bürge,u,tr
Bürgü,f,tr
Burhan,m,n/a
Burhanettin,m,ar
Bürkan,u,ar
Burkay,m,tr
Bürküt,m,tr
Burma,f,tr
Bürran,f,pr
Buruk,m,tr
Burukbay,m,tr
Buruktekin,m,tr
Bürümcek,f,tr
Buse,f,n/a
Büşra,f,ar
Büte,f,pr
Bütün,u,tr
Buyan,m,tr
Buyruk,m,tr
Buyrukalp,m,tr
Buyrukata,m,tr
Buyrukbay,m,tr
Buyrukçu,m,tr
Buyrukhan,m,tr
Çaba,m,tr
Çabar,m,tr
Cabbar,m,n/a
Cabir,m,ar
Çadır,m,pr
Cafer,m,n/a
Çağ,m,tr
Çağa,m,tr
Çağaçan,m,tr
Çağaçar,m,tr
Çağakan,m,tr
Çağan,m,n/a
Çağanak,m,tr
Çağatay,m,n/a
Çağay,m,tr
Çağbay,m,tr
Çağdaş,u,tr
Çağıl,u,tr
Çağıltı,m,tr
Çağın,u,tr
Çağır,m,tr
Çağkan,m,tr
Çağla,f,n/a
Çağlak,u,tr
Çağlam,m,tr
Çağlan,m,tr
Çağlar,m,n/a
Çağlasın,u,tr
Çağlayan,u,tr
Çağlayangil,m,tr
Çağlayantürk,m,tr
Çağlı,m,tr
Çağman,m,tr
Çağnur,f,ar-tr
Çağrı,m,n/a
Çağrıbey,m,tr
Çağrınur,f,ar-tr
Çağveren,m,tr
Cahide,f,n/a
Cahit,m,n/a
Caize,f,ar
Çakabey,m,n/a
Çakan,m,tr
Çakar,m,tr
Çakıl,m,tr
Çakım,m,tr
Çakın,m,tr
Çakır,u,tr
Çakırbey,m,tr
Çakırca,m,tr
Çakırer,m,tr
Çakmak,m,tr
Çakman,m,tr
Çakmur,m,tr
Çalapkulu,m,tr
Çalapöver,m,tr
Çalapverdi,m,tr
Çalgan,m,tr
Calibe,f,ar
Çalıkbey,m,tr
Çalıkuşu,f,tr
Çalım,u,tr
Çalın,m,tr
Çalış,m,tr
Çalışkan,u,tr
Çalkan,m,tr
Çalkara,m,tr
Çalkın,m,tr
Calp,m,tr
Çaltı,m,tr
Çam,m,tr
Çamak,m,tr
Çambel,m,tr
Çamer,m,tr
Çamok,m,tr
Can,m,n/a
Cana,f,pr
Canal,u,pr
Canalp,m,pr
Canaltay,m,pr
Canan,f,n/a
Canane,f,pr
Canaş,f,tr
Canat,m,tr
Canay,u,tr
Canaydın,m,tr
Canbay,m,tr
Canbek,m,tr
Canberk,m,tr
Canbey,m,tr
Canbolat,m,pr
Canbulat,m,pr
Canda,m,pr
Candan,f,pr-tr
Candaner,m,pr
Candar,m,pr
Çandarlı,m,tr
Candaş,u,pr
Candeğer,u,pr
Candemir,m,pr
Candoğan,m,pr
Candost,m,n/a
Canel,u,pr
Caner,m,n/a
Canfeda,f,pr
Canfer,m,pr
Canfes,f,pr
Canfeza,f,pr
Canfidan,f,pr
Canfide,f,pr
Çanga,m,tr
Çangal,m,tr
Cangiray,m,pr
Cangül,f,pr
Cangün,u,pr
Cangür,m,pr
Canhanım,f,pr-tr
Canik,f,tr
Canip,m,ar
Canıpek,f,tr
Cankan,m,ar
Çankara,m,tr
Cankat,m,n/a
Cankaya,m,ar
Cankılıç,m,pr-tr
Cankız,m,pr-tr
Cankoç,m,ar
Cankorur,m,ar
Cankurt,m,ar
Cankut,m,ar
Cannur,u,ar
Canol,m,ar
Canören,m,ar
Canöz,u,ar
Canözen,f,ar
Canözlem,f,ar
Canperver,f,pr
Canpolat,m,pr
Canrüba,f,pr
Cansal,m,pr
Cansay,m,pr
Cansel,f,n/a
Cansen,u,pr
Canser,f,pr-tr
Canses,f,pr-tr
Cansev,f,pr
Canseven,u,pr
Cansever,f,pr-tr
Cansın,u,tr
Cansoy,u,pr
Cansu,f,n/a
Cansun,u,pr
Cansunar,u,pr-tr
Cansunay,m,pr
Cansuner,m,pr
Cantaş,m,pr
Cantekin,m,pr
Canten,f,pr
Cantez,m,pr
Cantürk,m,tr
Canyurt,m,pr
Çapan,m,tr
Çapaner,m,tr
Çapar,m,tr
Çapın,m,tr
Çapkan,m,tr
Caran,m,tr
Çare,m,pr
Carim,m,ar
Çarlan,m,tr
Çarman,m,tr
Carullah,m,ar
Çav,m,tr
Çavaş,m,tr
Çavdar,m,tr
Çavdur,m,tr
Cavidan,f,pr
Cavit,m,pr
Çavlan,m,tr
Çavlı,m,tr
Çavuldur,m,tr
Çavuş,m,n/a
Çaydam,m,tr
Çaydamar,m,tr
Çayhan,m,tr
Çaykara,m,tr
Çaylak,m,tr
Çaylan,u,tr
Caymaz,m,tr
Çaynak,m,tr
Cazibe,f,ar
Cazim,m,ar
Cazip,m,ar
Cebbar,m,n/a
Cebe,m,ar
Cebealp,m,ar
Ceben,m,tr
Çeber,m,tr
Cebesoy,m,tr
Cebrail,m,ar
Çeçen,m,tr
Cedide,f,ar
Cefa,m,ar
Çekik,m,tr
Çekim,m,tr
Çekin,m,tr
Celadet,m,ar
Celal,m,n/a
Celalettin,m,n/a
Celali,m,ar
Celâsun,m,ar
Celâyir,m,ar
Çelebi,m,n/a
Çelem,m,tr
Çelen,m,n/a
Çelenk,m,tr
Çelik,m,n/a
Çelikbaş,m,tr
Çelikbilek,m,tr
Çelikel,m,tr
Çeliker,m,n/a
Çelikhan,m,tr
Çelikiz,m,tr
Çelikkan,m,tr
Çelikkanat,m,tr
Çelikkaya,m,tr
Çelikkol,m,tr
Çeliköz,m,tr
Çeliksu,m,tr
Çeliktan,m,tr
Çeliktaş,m,tr
Çelikten,m,pr-tr
Çeliktürk,m,tr
Çelikyay,m,tr
Çelikyürek,m,tr
Celil,m,n/a
Celilay,m,ar
Celile,f,ar
Çelim,m,tr
Çeltik,m,tr
Cem,m,pr
Cemal,m,n/a
Cemaleddin,m,ar
Cemalettin,m,n/a
Cemalullah,m,ar
Cemanur,f,n/a
Cemi,m,ar
Cemil,m,n/a
Cemile,f,n/a
Ceminur,f,ar
Cemre,f,n/a
Cemşah,m,pr
Cemşir,m,pr
Cemşit,m,pr
Cenan,m,n/a
Cenani,m,ar
Cenap,m,n/a
Çender,m,tr
Cengaver,m,pr
Cenger,m,pr
Cengiz,m,n/a
Cengizhan,m,tr
Cenk,m,n/a
Cenker,m,pr
Cennet,f,n/a
Çepni,m,tr
Çerçi,m,tr
Ceren,f,tr
Çeri,m,tr
Cerit,m,ar
Çerkez,m,tr
Çerme,m,tr
Cerullah,m,ar
Cesim,m,ar
Çeşminaz,f,pr
Cesur,m,ar
Çetik,m,tr
Çetin,m,n/a
Çetinalp,m,tr
Çetinay,m,tr
Çetinel,m,tr
Çetiner,m,tr
Çetinkaya,m,tr
Çetinok,m,tr
Çetinöz,m,tr
Çetinsoy,m,tr
Çetinsu,m,tr
Çetintaş,m,tr
Çetintürk,m,tr
Çetinyiğit,m,tr
Cevahir,u,ar
Cevale,f,n/a
Cevat,m,n/a
Cevdet,m,n/a
Cevher,u,ar
Cevheri,m,ar
Çevik,m,n/a
Çevikcan,m,pr-tr
Çevikel,m,tr
Çeviker,m,tr
Çeviköz,m,tr
Cevri,m,ar
Çevrim,m,n/a
Cevriye,f,ar
Cevval,u,ar
Cevza,f,ar
Ceyda,f,ar
Ceydahan,f,ar
Ceyhan,m,n/a
Ceyhun,m,n/a
Çeyiz,f,tr
Ceylan,f,n/a
Ceylin,f,n/a
Ceysina,u,tr
Cezayir,m,ar
Cezlan,m,ar
Cezmi,m,n/a
Çiçek,f,n/a
Çiftçi,m,tr
Çiğdem,f,n/a
Çiğlez,m,tr
Cihad,m,ar
Cihan,m,n/a
Cihanbanu,f,pr
Cihandar,m,pr
Cihandide,m,pr
Cihanefruz,m,pr
Cihaner,m,pr
Cihanfer,f,pr
Cihangir,m,pr
Cihangül,f,pr
Cihani,m,pr
Cihanmert,m,pr
Cihannur,u,pr
Cihanşah,m,pr
Cihat,m,ar
Çilek,f,tr
Çilem,f,tr
Çilen,f,tr
Çilenti,f,tr
Çiler,f,n/a
Çilhan,f,tr
Çilhanım,f,tr
Çiltay,m,tr
Cilvekar,f,pr
Cilvenaz,f,n/a
Cilvesaz,f,pr
Çimen,f,tr
Çimnaz,f,pr-tr
Cimşit,m,pr
Çin,m,tr
Cindoruk,m,tr
Çinel,u,tr
Çiner,m,tr
Çinerk,m,tr
Çingiz,m,tr
Çinkılıç,m,tr
Çintan,m,tr
Çintay,m,tr
Çinuçin,m,tr
Çise,f,n/a
Çisem,f,n/a
Çisen,f,tr
Çisil,f,n/a
Çitlembik,f,tr
Civan,m,n/a
Civanbaht,m,pr
Civanmert,m,pr
Civanşir,m,pr
Çıda,m,tr
Çıdal,m,tr
Çıdam,m,tr
Çıdamlı,m,tr
Çığ,m,tr
Çığa,m,tr
Çığal,m,tr
Çığıl,m,tr
Çığır,u,tr
Çılga,f,n/a
Çınak,m,tr
Çınar,m,n/a
Çınay,m,tr
Çıngı,m,tr
Çıray,m,tr
Çıtak,m,tr
Çıtanak,m,tr
Çıvgın,m,tr
Çoban,m,pr
Çobanyıldızı,f,pr
Çoğa,m,tr
Çoğahan,m,tr
Çoğan,m,tr
Çoğaş,m,tr
Çoğay,m,tr
Çokan,m,tr
Çokar,m,tr
Çokay,m,tr
Çoker,m,tr
Çökermiş,m,tr
Çokman,m,tr
Çoku,m,tr
Çolak,m,tr
Çölbey,m,tr
Çolpan,f,n/a
Cömert,m,pr
Çopar,m,tr
Çopur,m,tr
Çopuralp,m,tr
Çora,m,tr
Çorak,m,tr
Coşan,m,tr
Coşar,m,n/a
Coşku,m,tr
Coşkun,m,n/a
Coşkunay,m,tr
Coşkuner,m,tr
Coşkunsu,m,tr
Çotuk,m,tr
Çotur,m,tr
Çoturay,m,tr
Çöyür,m,tr
Cuci,m,tr
Cudi,m,ar
Cudiye,f,ar
Çuğa,m,tr
Culduz,m,tr
Çulpan,m,tr
Cuma,m,n/a
Cumali,m,ar
Cumhur,m,n/a
Cumhuriyet,m,ar
Cündi,m,ar
Cündullah,m,ar
Cüneyt,m,n/a
Cura,m,tr
Çuvaş,m,tr
Dadak,m,tr
Dadaş,m,tr
Dağ,m,tr
Dağa,m,tr
Dağaşan,m,tr
Dağdelen,m,tr
Dağhan,m,tr
Dağtekin,m,tr
Dahi,m,ar
Dai,m,ar
Daim,m,ar
Daime,f,ar
Dal,u,tr
Dalan,m,tr
Dalay,m,tr
Dalbaş,m,tr
Dalboğa,m,tr
Dalda,m,tr
Daldal,m,tr
Daldiken,m,tr
Dalgıç,m,tr
Dalım,m,tr
Dalkılıç,m,tr
Dalkoç,m,tr
Dalokay,m,tr
Daltekin,m,tr
Dalyan,m,tr
Damar,m,tr
Damla,f,tr
Dânâ,m,pr
Daniş,m,n/a
Danişment,m,pr
Danışman,m,tr
Danyal,m,hb
Dara,m,pr
Darcan,m,pr-tr
Darga,m,tr
Daver,m,pr
Davran,m,tr
Davud,m,ar
Davut,m,n/a
Daya,f,pr
Dayahatun,f,pr
Dayanç,m,tr
Dayar,m,tr
Daye,f,pr
Dayı,m,tr
Daylak,m,tr
Debernuş,m,ar
Dede,m,tr
Define,f,ar
Defne,f,n/a
Değer,u,tr
Değmeer,m,tr
Deha,m,n/a
Dehan,f,pr
Dehri,m,ar
Delâl,m,ar
Delice,m,tr
Delikan,m,tr
Delikanlı,m,tr
Demet,f,n/a
Demhoş,f,pr
Demir,m,n/a
Demirağ,m,tr
Demiralp,m,tr
Demiray,m,tr
Demirbağ,m,tr
Demirbaş,m,tr
Demirboğa,m,tr
Demirbüken,m,tr
Demircan,m,n/a
Demirçay,m,tr
Demirdelen,m,tr
Demirdöven,m,tr
Demirel,m,tr
Demirer,m,tr
Demirezen,m,tr
Demirgüç,m,tr
Demirgülle,m,tr
Demirhan,m,tr
Demiriz,m,tr
Demirkan,m,tr
Demirkaya,m,tr
Demirkıran,m,tr
Demirkoç,m,tr
Demirkök,m,tr
Demirkol,m,tr
Demirkurt,m,tr
Demirkut,m,tr
Demirman,m,tr
Demirok,m,tr
Demirol,m,tr
Demiröz,m,tr
Demirpençe,m,pr-tr
Demirşah,m,pr-tr
Demirsoy,m,tr
Demirtaş,m,tr
Demirtav,m,tr
Demirtay,m,tr
Demirtekin,m,tr
Demirtuğ,m,tr
Demirtürk,m,tr
Demiryürek,m,tr
Demokan,m,tr
Demren,m,tr
Dengiz,m,tr
Dengizer,m,tr
Deniz,u,n/a
Denizalp,m,tr
Denizcan,m,pr-tr
Denizel,m,tr
Denizer,m,tr
Denizhan,m,n/a
Denizman,m,tr
Denizmen,m,tr
Deniztekin,m,tr
Denk,m,tr
Denkel,m,tr
Denker,m,tr
Denktaş,m,tr
Denli,m,tr
Denlisoy,m,tr
Deren,f,n/a
Derenel,m,tr
Derin,u,tr
Derinkök,m,tr
Derinöz,m,tr
Derlen,m,tr
Derman,m,pr
Derviş,m,n/a
Dervişani,m,pr
Dervişhan,m,pr
Derya,f,n/a
Deryadil,m,pr
Deryanur,f,pr
Destan,f,n/a
Deste,f,n/a
Destegül,f,pr
Destina,f,n/a
Devin,u,tr
Deviner,m,tr
Devlet,u,ar
Devlettin,m,ar
Devran,m,ar
Devrim,u,tr
Devrimer,m,tr
Diba,f,pr
Dicle,f,n/a
Diclehan,f,n/a
Didar,f,n/a
Didem,f,ar-pr
Didim,m,tr
Diğdem,f,ar-pr
Dik,m,tr
Dikalp,m,tr
